material_id,material_name,material_name_fr,material_category
9819,acrylic on canvas stretched over panel,Acrylique sur toile tendue sur panneau,paintings
9820,"acrylic on canvas, in 4 parts","Acrylique sur toile, en 4 parties",paintings
9821,acrylic on Japanese paper,Acrylique sur papier japonais,paintings
9822,acrylic on paper applied to canvas,Acrylique sur papier appliqué sur toile,paintings
9823,"acrylic on paper, in 2 parts","Acrylique sur papier, en 2 parties",paintings
9824,acrylic on polyester resin,Acrylique sur résine polyester,paintings
9825,acrylic on rice paper laid down on linen,Acrylique sur papier de riz posé en lin,paintings
9826,acrylic paint on cherry wood,Peinture acrylique sur bois de cerisier,sculptures
9827,"acrylic, oilstick and paper collage laid down on canvas and mounted on wood supports","Un collage en acrylique, en bâtonnet et en papier, posé sur toile et monté sur des supports en bois",paintings
9828,"acrylic, oilstick and printed paper collage on board","Collage en acrylique, en bâtonnet et en papier imprimé à bord",paintings
9829,"acrylic, wax crayon and pencil on canvas","Acrylique, crayon de cire et crayon sur toile",paintings
9830,alkyd and acrylic on aluminum,Alkyde et acrylique sur aluminium,paintings
9831,alkyd on paper,Alkyde sur papier,paintings
9832,"ballpoint pen, pencil and collage on paper","Stylo à bille, crayon et collage sur papier",works on paper
9833,"ball-point pen, pencil and collage on paper","Stylo à bille, crayon et collage sur papier",works on paper
9834,"beeswax, wood, oil paint and human hair","Cire d'abeille, bois, peinture à l'huile et cheveux humains",sculptures
9835,"black and white photograph in self lubricating plastic frame, in 3 parts","Photographie noir et blanc dans un cadre en plastique auto-lubrifiant, en 3 parties",photographs
9836,"black and white photographs, in 4 parts","Photographies en noir et blanc, en 4 parties",photographs
9837,black enamel on canvas,émail noir sur toile,paintings
9838,black walnut,Noyer noir,sculptures
9839,blue ballpoint pen on letter paper (recto and verso),Stylo à bille bleu sur papier (recto et verso),works on paper
9840,blue ballpoint pen on paper,Stylo à bille bleu sur papier,works on paper
9841,"blue, green, red, pink and yellow fluorescent light","Lumière fluorescente bleue, verte, rouge, rose et jaune",sculptures
9842,both oil on canvas laid down on panel,à la fois huile sur toile posée sur panneau,paintings
9843,both watercolour and gouache,Aquarelle et gouache,works on paper
9844,"brass and silver, unique","Laiton et argent, unique",sculptures
9845,"bronze and ivory, onyx and marble base","Bronze et ivoire, onyx et socle en marbre",sculptures
9846,"bronze polychromed in oil, mixed media, with accessories","Bronze en polychromes en huile, supports mixtes, avec accessoires",sculptures
9847,"bronze with white patina, cast iron and aluminum","Bronze avec patins blancs, fonte et aluminium",sculptures
9848,"bronze, gilt and dark brown patina","Bronze, dorure et patins brun foncé",sculptures
9849,Brown ink and pencil on paper,Encre brune et crayon sur papier,works on paper
9850,brush and ink on paper laid on canvas,Brosse et encre sur papier sur toile,works on paper
9851,carved black slate on red marble base,Ardoit noir sculpté sur socle en marbre rouge,sculptures
9852,cast plaster with casein and silkscreen ink,Plâtre moulé avec caséine et encre à l'écran,sculptures
9853,"charcoal and chalk on paper, in 2 parts","Charbon de bois et craie sur papier, en 2 parties",works on paper
9854,charcoal and ink on vellum,Charbon de bois et encre sur vélin,works on paper
9855,charcoal and pencil on heavy paper,Charbon de bois et crayon sur papier épais,works on paper
9856,charcoal on paper mounted on aluminum,Charbon de bois sur papier monté en aluminium,works on paper
9857,"charcoal, pastel and pencil on paper","Charbon de bois, pastel et crayon sur papier",works on paper
9858,chromogenic print in artist's wood frame,Impression chromogène dans le cadre en bois de l'artiste,photographs
9859,chromogenic print laminated on Plexiglas,Imprimé chromogénique laminé sur plexiglas,photographs
9860,chromogenic print on metallic paper mounted on aluminum,Impression chromogène sur papier métallique monté en aluminium,photographs
9861,"chromogenic print, in 2 parts","Impression chromogène, en 2 parties",photographs
9862,"cibachrome print, in 10 parts","édition cibachrome, en 10 parties",photographs
9863,"cibachrome prints laid down on Plexiglas, in 3 parts","Estampes cibachrome posées sur Plexiglas, en 3 parties",photographs
9864,"collage on paper and painted fabric on foam, in 5 parts","Collage sur papier et tissu peint sur mousse, en 5 parties",works on paper
9865,color coupler print mounted on card,Impression d'un coupleur couleur montée sur carte,photographs
9866,color coupler print mounted on Plexiglas,Impression d'un coupleur couleur montée sur plexiglas,photographs
9867,colored pencil and tempera on panel,Crayon et trempe colorés sur panneau,paintings
9868,"colored pencils on paper (recto), ink on paper (verso)","Crayons de couleur sur papier (recto), encre sur papier (verso)",works on paper
9869,compressed charcoal on paper,Charbon de bois comprimé sur papier,works on paper
9870,cool white fluorescent light,Lumière fluorescente blanche fraîche,sculptures
9871,Cor-ten Steel,Cor-ten Steel,sculptures
9872,Cor-ten steel and red Plexiglas,Cor-ten acier et plexiglas rouge,sculptures
9873,digital chromogenic print mounted on Diasec,Impression chromogène numérique montée sur Diasec,photographs
9874,digital cibachrome print,Impression numérique cibachrome,photographs
9875,"digital print laid down on foamcore, in 3 parts","Impression numérique posée sur foamcore, en 3 parties",photographs
9876,direct-welded black-painted aluminum,Aluminium peint en noir à souder direct,sculptures
9877,dry pigment on paper,Pigment sec sur papier,works on paper
9878,embossed white paper in archival box,Papier blanc gaufré dans une boîte d'archives,works on paper
9879,enamel and aluminum paint on canvas,Peinture en émail et en aluminium sur toile,paintings
9880,Enamel and mixed media on board,L'émail et les médias mixtes à bord,paintings
9881,enamel paint on aluminum,Peinture en émail sur l'aluminium,paintings
9882,formica on wood,Formica sur bois,sculptures
9883,"formica on wood, in 2 parts","Formica sur bois, en 2 parties",sculptures
9884,"found metal, wood, plastic and glass","Métal, bois, plastique et verre",sculptures
9885,fresco and collage,Fresque et collage,paintings
9886,"galvanized iron, glass, steel and brass wire","Fer galvanisé, verre, acier et fil de laiton",sculptures
9887,glass bottles,Flacons de verre,sculptures
9888,"graphite bricks, in 20 parts","Briques en graphite, en 20 parties",sculptures
9889,graphite on sketchbook paper,Graphite sur papier de carnet de croquis,works on paper
9890,hammered brass,Laiton martelé,sculptures
9891,hand carved wood and lacquer,Bois sculpté à la main et laque,sculptures
9892,"hand-colored off-set lithograph, ink and watercolor","Lithographie à la main, lithographie, encre et aquarelle",prints
9893,High-chromium stainless steel with transparent color coating,Acier inoxydable à haute teneur en chrome avec un revêtement transparent,sculptures
9894,"ink and gold leaf on paper, mounted on paper","Feuilles d'encre et d'or sur papier, montées sur papier",works on paper
9895,ink and pencil on Japanese rice paper,Encre et crayon sur papier de riz japonais,works on paper
9896,ink and watercolor on cardboard,Encre et aquarelle sur carton,works on paper
9897,ink on glossy paper,Encre sur papier glacé,works on paper
9898,ink on paper (4),Encre sur papier (4),works on paper
9899,"ink on paper, in 4 parts","Encre sur papier, en 4 parties",works on paper
9900,"ink, acrylic and printed collage on mylar","Encre, acrylique et collage imprimé sur mylar",works on paper
9901,laser direct Cibachrome print,Impression de Cibachrome direct au laser,photographs
9902,laser direct color coupler print mounted on Sintra,Impression d'un coupleur laser direct monté sur Sintra,photographs
9903,laser-cut steel and gold leaf,Feuille d'acier et d'acier au laser,sculptures
9904,"latex, fabric, masonite and styrofoam","Latex, tissu, masonite et styromousse",sculptures
9905,light projection,Projection de lumière,sculptures
9906,Linoleum on wood (diptych),Linoléum sur bois (diptyque),sculptures
9907,liquitex and pencil on paper,Liquitex et crayon sur papier,works on paper
9908,"marble, three elements","Marbre, trois éléments",sculptures
9909,marker and synthetic polymer paint on HMP paper,Peinture de polymère synthétique et de polymère synthétique sur papier HMP,paintings
9910,"marker on paper, in 2 parts","Marqueur sur papier, en 2 parties",works on paper
9911,mirrored Plexiglas,Plexiglas miroir,sculptures
9912,"mixed media on canvas, in 6 parts","Médias mixtes sur toile, en 6 parties",paintings
9913,mixed media on plaster,Médias mixtes sur plâtre,sculptures
9914,"mixed media painted box construction with wood, glass, metal chain and postage stamps","Boîte de carton mixte avec bois, verre, chaîne de métal et timbres-poste",sculptures
9915,oil and acrylic on cement tile,Huile et acrylique sur tuile à ciment,paintings
9916,Oil and enamel on composition board,Huile et émail sur panneau de composition,paintings
9917,oil and fabric collage on burlap,Collage de l'huile et du tissu sur le rabat,paintings
9918,oil and pastel on paper laid on board,Huile et pastel sur papier posé à bord,paintings
9919,oil and pencil on canvas laid down on board,Huile et crayon sur toile posée à bord,paintings
9920,oil based house paint and earth on canvas,"Peinture à l'huile, peinture et terre sur toile",paintings
9921,Oil on acrylic on canvas,Huile sur toile acrylique sur toile,paintings
9922,oil on canvas heightened with gold,Huile sur toile rehaussée d'or,paintings
9923,oil on canvas in three parts,Huile sur toile en trois parties,paintings
9924,Oil on canvas on card,Huile sur toile sur carte,paintings
9925,"oil on canvas, in 2 parts","Huile sur toile, en 2 parties",paintings
9926,"oil on canvas, in 4 parts","Huile sur toile, en 4 parties",paintings
9927,"oil on canvas, oval","Huile sur toile, ovale",paintings
9928,"oil on canvas, two joined panels","Huile sur toile, deux panneaux joints",paintings
9929,oil on card laid down on panel,Huile sur carte posée sur panneau,paintings
9930,Oil on carved wood and canvas,Huile sur bois sculpté et toile,paintings
9931,"oil on linen, in 5 parts","Huile sur lin, en 5 parties",paintings
9932,Oil on muslin on board,Huile sur muslin à bord,paintings
9933,oil on paper applied on wood,Huile sur papier épandu sur bois,paintings
9934,oil on plaster,Huile sur plâtre,paintings
9935,Oil on plywood skate deck,Huile sur tablier de contreplaqué,paintings
9936,oil on tarpaulin,Huile sur bâche,paintings
9937,oil over acrylic on canvas,Huile sur toile acrylique sur toile,paintings
9938,"oil, ink and pencil on canvas","Huile, encre et crayon sur toile",paintings
9939,"oil, oil stick, crayon and pencil on paper","Huile, bâtonnet, crayon et crayon sur papier",paintings
9940,"oil, pencil and crayon on paper mounted on masonite","Huile, crayon et crayon sur papier monté sur masonite",paintings
9941,one pair; patinated bronze,Une paire ; bronze patiné,sculptures
9942,painted camphor wood and marble,Bois peint de camphre et marbre,sculptures
9943,painted metal and rod hanging mobile,Mobile peint en métal et en bâtonnet,sculptures
9944,painted metal and wire standing mobile,Métal peint et fil mobile sur pied,sculptures
9945,"painted metal, wire and brass standing mobile","Métal peint, fil et laiton mobile debout",sculptures
9946,painted sheet metal,Tôle peinte en tôle,sculptures
9947,"paper collage, watercolor and pencil on paper","Collage sur papier, aquarelle et crayon sur papier",works on paper
9948,pastel and colored pencil on paper,Pastel et crayon de couleur sur papier,works on paper
9949,"Pastel, compressed charcoal and acrylic on paper","Pastel, charbon de bois comprimé et acrylique sur papier",works on paper
9950,"pastel, gold paint and tempera on paper","Pastel, peinture d'or et tempéra sur papier",paintings
9951,"patinated bronze, ivory, onyx","Bronze patiné, ivoire, onyx",sculptures
9952,"patinated bronze, ivory, onyx and slate","Bronze patiné, ivoire, onyx et ardole",sculptures
9953,"patinated bronze, on shaped ebonised wooden base","Bronze patiné, en forme de base en bois ébonisé en forme",sculptures
9954,pencil and airbrush on paper,Crayon et aérographe sur papier,works on paper
9955,pencil and liquitex on board,Crayon et liquitex à bord,works on paper
9956,pencil and watercolor on paper applied to canvas,Crayon et aquarelle sur papier appliqué sur toile,works on paper
9957,pencil on paper (recto and verso),Crayon sur papier (recto et verso),works on paper
9958,"pencil, watercolour and collage on card laid on board","Crayon, aquarelle et collage sur carte posée à bord",works on paper
9959,photographic silkscreen ink on vinyl,Encre argenoure photographique sur vinyle,paintings
9960,"pigment suspended in glue, on canvas","Pigment suspendu dans la colle, sur toile",works on paper
9961,pigment transfer on polylaminate in artist's frame,Transfert de pigments sur polystratifié dans le cadre de l'artiste,photographs
9962,"plaster, polystyrene and steel","Plâtre, polystyrène et acier",sculptures
9963,"plastic clamps on the frame, paper and board","Pinces en plastique sur le cadre, le papier et le carton",works on paper
9964,"polyester, resin, cloth, pigment and wood","Polyester, résine, tissu, pigment et bois",sculptures
9965,polymer and fluorescent polymer on canvas,Polymère et polymère fluorescent sur toile,paintings
9966,"polystyrene, plaster and aluminum","Polystyrène, plâtre et aluminium",sculptures
9967,printed gold ink on paper,Encre d'or imprimée sur papier,works on paper
9968,sequins on fabric applied on wood,Paillettes sur tissu appliqué sur bois,works on paper
9969,shaped color vinyl on plasticised panel,Vinyle couleur en forme de vinyle sur panneau plastifié,sculptures
9970,silkscreen ink on canvas,Encre de séripage sur canevas,paintings
9971,silkscreen ink on plywood,Encre à sérieuillage sur contreplaqué,sculptures
9972,silver PVC foil and acrylic on canvas,Fleuret en PVC argent et acrylique sur toile,paintings
9973,spray painted stencil and mixed media on canvas,Sprinteur peint en aérosol et supports mixtes sur toile,paintings
9974,stainless steel and wood,Acier inoxydable et bois,sculptures
9975,stainless steel sculpture on metal base,Sculpture en acier inoxydable sur socle métallique,sculptures
9976,"steel, in 2 parts","Acier, en 2 parties",sculptures
9977,"styrofoam, glue, twine and copper","Styromousse, colle, ficelle et cuivre",sculptures
9978,synthetic polymer paint and silkscreen inks on canvas,Peinture de polymère synthétique et encres à sériques sur toile,paintings
9979,tempera and charcoal on paper,Tempéra et fusain sur papier,paintings
9980,tempera and collage on paper applied to canvas,Tempera et collage sur papier appliqué à la toile,paintings
9981,tempera and colored pencil on paper,Trempe et crayon de couleur sur papier,paintings
9982,tempera and gold leaf on panel,Tempera et feuille d'or sur panneau,paintings
9983,tempera and ink on paper,Tempa et encre sur papier,paintings
9984,Tempera and oil on composition board,Tempera et huile sur carton de composition,paintings
9985,tempera and pastel on paper,Tempa et pastel sur papier,paintings
9986,tempera and pencil on cardboard,Tempera et crayon sur carton,paintings
9987,tempera and pencil on paper,Tempera et crayon sur papier,paintings
9988,tempera and pencil on paper (recto and verso),Tempera et crayon sur papier (recto et verso),paintings
9989,"tempera and pencil on paper (recto), pencil (verso)","Tempera et crayon sur papier (recto), crayon (verso)",paintings
9990,tempera and wax on paper,Tempéra et cire sur papier,paintings
9991,"tempera, charcoal and pencil on paper","Tempera, charbon de bois et crayon sur papier",paintings
9992,"tempera, ink and pencil on paper","Tempa, encre et crayon sur papier",paintings
9993,"tempera, ink, pastels and pencil on paper","Tempa, encre, pastels et crayon sur papier",paintings
9994,"tempera, pastel and charcoal on paper (recto and verso)","Tempa, pastel et fusain sur papier (recto et verso)",paintings
9995,"tempera, pen and pencil crayons on paper","Trempons, crayons de stylo et crayons sur papier",paintings
9996,"tempera, pen and pencil on paper","Tempera, stylo et crayon sur papier",paintings
9997,ultraviolet and yellow fluorescent light,Lumière fluorescente jaune et ultraviolette,sculptures
9998,unique color screenprint on HMP paper,écran couleur unique sur papier HMP,prints
9999,unique screenprint on paper,Copie d'écran unique sur papier,prints
10000,unique screenprint on torn graphics paper,Copie d'écran unique sur papier graphique déchiré,prints
10001,"watercolor and ink on paper, laid down on paper, mounted on board","Aquarelle et encre sur papier, posée sur papier, montée à bord",works on paper
10002,watercolor heightened with gouache on paper laid down on canvas,Aquarelle rehaussée de gouache sur papier posé sur toile,works on paper
10003,"watercolor, ballpoint pen and crayon on paper","Aquarelle, stylo à bille et crayon sur papier",works on paper
10004,"watercolor, pencil, crayon, waxed paper, cellophane tape and paper collage on paper","Aquarelle, crayon, crayon, papier ciré, ruban de cellophane et collage sur papier",works on paper
10005,watercolour and black chalk,Aquarelle et craie noire,works on paper
10006,Watercolour and pencil on paper laid down on cardboard,Aquarelle et crayon sur papier sur carton,works on paper
10007,Watercolour heightened with white on paper,Aquarelle rehaussant de blanc sur papier,works on paper
10008,Watercolour on cardboard,Aquarelle sur carton,works on paper
10009,Watercolour on paper on cardboard,Aquarelle sur papier sur carton,works on paper
10010,Watercolour on paper on panel,Aquarelle sur papier sur panneau,works on paper
10011,"Watercolour, gouache and pencil on paper","Aquarelle, gouache et crayon sur papier",works on paper
10012,"White marble, two elements","Marbre blanc, deux éléments",sculptures
10013,white painted wood,Bois peint en blanc,sculptures
10014,"wood, painted black",Bois peint en noir,sculptures
10015,"wood, rebar and steel wire","Bois, barres d'armature et fils d'acier",sculptures
10016,"wood, steel and string standing mobile","Bois, acier et ficelle mobile à cordes",sculptures
10017,acrylic and pencil on artist's board,Acrylique et crayon sur le tableau de l'artiste,paintings
10018,acrylic on board relief,Acrylique à bord,paintings
10019,"acrylic, pen, ink and wash on paper","Acrylique, stylo, encre et lavage sur papier",works on paper
10020,ballpoint pen and pencil,Stylo à bille et crayon,works on paper
10021,ballpoint pen and wash,Stylo à bille et lavage,works on paper
10022,black pen and felt tip pen,Stylo noir et feutre de feutre,works on paper
10023,"bronze, dark brown and golden brown patina","Patina de couleur bronze, brun foncé et doré",sculptures
10024,"bronze, dark brown patina on white marble and bronze base","Bronze, patins brun foncé sur socle en marbre blanc et en bronze",sculptures
10025,"bronze, dark brown patina, on associated wood base","Bronze, patins brun foncé, sur la base de bois associée",sculptures
10026,"bronze, dark brown patina, on veined red marble bases","Bronze, patins brun foncé, sur des bases en marbre rouge veiné",sculptures
10027,"bronze, dark brown-green patina","Bronze, patins brun-vert foncé",sculptures
10028,"bronze, dark green patina, on a black marble base","Bronze, patine vert foncé, sur une base de marbre noir",sculptures
10029,"bronze, gilt and silvered patina","Bronze, dorure et patins à soie",sculptures
10030,"bronze, golden brown and dark brown patina","Bronze, brun doré et patina brun foncé",sculptures
10031,"bronze, golden brown and red-brown patina","Bronze, brun doré et patine rouge-brun",sculptures
10032,"bronze, mid-brown patina on a mottled red marble base","Bronze, patins brun moyen sur une base de marbre rouge marbré",sculptures
10033,"bronze, red-brown and gilt patina","Patins à la patine bronze, rouge-brun et doré",sculptures
10034,"bronze, rich bronze patina","Bronze, patiné de bronze riche",sculptures
10035,"bronze, rich dark brown patina on a mottled green marble base","Bronze, grande patine brune foncée sur une base de marbre vert tacheté",sculptures
10036,"bronze, rich dark green and brown patina","Bronze, vert foncé et patina brun",sculptures
10037,"bronze, two tone gilt patina with red tint","Bronze, deux tons dorés patins avec teinte rouge",sculptures
10038,"bronze, varied mid-brown to dark brown patina","Bronze, de couleur brun moyen à une patine brune foncée",sculptures
10039,bronze-tinted plaster,Plâtre en bronze,sculptures
10040,cast iron and polished aluminium,Fonte et aluminium poli,sculptures
10041,charcoal and pastel on paper laid down on cardboard,Charbon de bois et pastel sur papier posé sur carton,works on paper
10042,charcoal heightened with white on brown paper,Charbon de bois rehaussée de blanc sur papier brun,works on paper
10043,"charcoal, ink and collage on paper laid down to board","Charbon de bois, encre et collage sur papier posé à bord",works on paper
10044,conte on paper,Conte sur papier,works on paper
10045,crayon on paper laid on board,Crayon sur papier posé à bord,works on paper
10046,"diptych, both oil on canvas, unframed","Diptyque, à la fois huile sur toile, non encadré",paintings
10047,"double-sided gold ground, tempera on panel","Sol en or double face, trempe sur panneau",paintings
10048,gilt and painted stucco,Stuc doré et peint,sculptures
10049,gouache and oil on paper,Gouache et huile sur papier,paintings
10050,gouache and sand on paper,Gouache et sable sur papier,works on paper
10051,graphite and pastel on paper laid down on cardboard,Graphite et pastel sur papier fixé sur carton,works on paper
10052,Hand-coloured silver print,Photographie argenté à la main,photographs
10053,"ink, crayon and graphite on heavy paper","Encre, crayon et graphite sur papier lourd",works on paper
10054,oil and tempera on canvas laid down on cardboard,Huile et tempéra sur toile posée sur carton,paintings
10055,oil and vinyl on canvas,Huile et vinyle sur toile,paintings
10056,oil on canvas in a painted oval,Huile sur toile dans un ovale peint,paintings
10057,"oil on canvas, laid down on board","Huile sur toile, posée à bord",paintings
10058,oil on cardboard laid down on styrofoam,Huile sur carton posée sur styromousse,paintings
10059,"oil on panel, possibly a fragment","Huile sur panneau, éventuellement un fragment",paintings
10060,oil on paper laid down on wood,Huile sur papier sur bois,paintings
10061,oil on paper laid on card,Huile sur papier sur carton,paintings
10062,oil on paper laid onto board,Huile sur papier mise à bord,paintings
10063,oil on thin card,Huile sur carton mince,paintings
10064,"oil, tempera and ink on canvas","Huile, tempéra et encre sur toile",paintings
10065,painted fibreglass and mixed media,Fibre de verre peinte et médias mixtes,sculptures
10066,pen and ink and watercolour on paper,Plume et encre et aquarelle sur papier,works on paper
10067,"pen and ink, crayon and wash","Stylo et encre, crayon et lavage",works on paper
10068,"pen, ink and coloured chalk","Crayon, encre et craie colorée",works on paper
10069,"pen, ink and coloured crayon","Crayon, encre et crayon de couleur",works on paper
10070,pencil and oil on artist's board,Crayon et huile sur le tableau de l'artiste,paintings
10071,"pencil, crayon, wash, pen and ink","Crayon, crayon, lavage, stylo et encre",works on paper
10072,"pencil, gouache, oil and collage on board","Crayon, gouache, huile et collage à bord",paintings
10073,"pencil, pastel and gouache","Crayon, pastel et gouache",works on paper
10074,"pencil, pen and ink, gouache and scratching out","Crayon, stylo et encre, gouache et grattage",works on paper
10075,"pencil, pen and ink, gouache, pastel and collage","Crayon, stylo et encre, gouache, pastel et collage",works on paper
10076,"pencil, pen and ink, pastel and wash","Crayon, stylo et encre, pastel et lavage",works on paper
10077,"pencil, pen, ink and gold leaf on vellum","Crayon, stylo, encre et feuille d'or sur vélin",works on paper
10078,"plaster, the caryatids on ebonised wood bases","Plâtre, les caryatides sur les bases de bois ébonisés",sculptures
10079,tempera and pencil on board,Tempera et crayon à bord,paintings
10080,tempera on linen,Tempéra en lin,paintings
10081,terracotta on an ebonised wood base,Terracotta sur une base de bois ébonisé,sculptures
10082,terracotta on wood base,Terracotta sur socle en bois,sculptures
10083,Two vintage silver prints,Deux impressions d'argent vintage,photographs
10084,watercolor and gold leaf on paper,Aquarelle et feuille d'or sur papier,works on paper
10085,watercolor and gouache on heavy paper laid down on thin cardboard,Aquarelle et gouache sur papier épais posé sur carton mince,works on paper
10086,"watercolour, coloured crayon and collage on paper","Aquarelle, crayon de couleur et collage sur papier",works on paper
10087,white marble and gilt bronze,Marbre blanc et bronze doré,sculptures
10088,white marble on a white marble socle,Marbre blanc sur un socle en marbre blanc,sculptures
10089,"white marble, on a white marble socle","Marbre blanc, sur un socle en marbre blanc",sculptures
10090,Acryl auf Karton,Acryl auf Karton,paintings
10091,Acryl auf Leinwand,Acryl auf Leinwand,paintings
10092,Aquarell auf Papier,Aquarell auf Papier,works on paper
10093,Gouache auf Papier,Gouache auf Papier,works on paper
10094,Kohle auf Papier,Kohle auf Papier,works on paper
10095,Öl auf Holz,Öl auf Holz,paintings
10096,Öl auf Karton,Öl auf Karton,paintings
10097,Öl auf Leinwand,Öl auf Leinwand,paintings
10098,"Acryl hinter Glas, Lack auf Glas","Acryl hinter Glas, Lack auf Glas",paintings
10099,Bleistift und Aquarell auf Papier,Bleistift und Aquarell auf Papier,works on paper
10100,Bleistift und Farbstift auf Papier,Bleistift und Farbstift auf Papier,works on paper
10101,Bleistift und Tempera auf Papier auf Leinwand,Bleistift und Tempera auf Papier auf Leinwand,works on paper
10102,"Bleistift, Aquarell und Gouache auf Papier","Bleistift, Aquarell und Gouache auf Papier",works on paper
10103,"Bleistift, Farbstift und Aquarell auf Papier","Bleistift, Farbstift und Aquarell auf Papier",works on paper
10104,"Bleistift, Tusche und Aquarell auf Papier auf Karton","Bleistift, Tusche und Aquarell auf Papier auf Karton",works on paper
10105,"Bleistift, Tusche, Aquarell und Gouache auf Papier","Bleistift, Tusche, Aquarell und Gouache auf Papier",works on paper
10106,Bronzefigur auf Granitsockel,Bronzefigur auf Granitsockel,sculptures
10107,colour photoprint,Photo-impression couleur,photographs
10108,colour print,Impression couleur,photographs
10109,colour print mounted on plywood,Impression couleur montée sur contreplaqué,photographs
10110,coloured crayon on paper,Crayon de couleur sur papier,works on paper
10111,coloured pencil on paper,Crayon de couleur sur papier,works on paper
10112,c-type colour print,Impression couleur de type c,photographs
10113,"Dispersion, Öl und Rostschutzfarbe auf Jutte mit Papier collagiert","Dispersion, Öl und Rostschutzfarbe auf Jutte mit Papier collagiert",paintings
10114,Eisenplastik,Eisenplastik,sculptures
10115,gesso,Gesso,paintings
10116,ink and marker on paper,Encre et marqueur sur papier,works on paper
10117,ink and stamp on paper,Encre et estampille sur papier,works on paper
10118,Kohle und Gouache auf Karton,Kohle und Gouache auf Karton,works on paper
10119,Kunstharz auf Papier,Kunstharz auf Papier,paintings
10120,Kunstharz und Pigment auf Aluminium,Kunstharz und Pigment auf Aluminium,paintings
10121,Lack auf Aluminium (Siebdruck),Absence auf Aluminium (Siebdruck),paintings
10122,oil and collage on paper laid on canvas,Huile et collage sur papier sur toile,paintings
10123,oil and gauze on canvas,Huile et gaze sur toile,paintings
10124,oil and photoprint on canvas,Huile et photoimpression sur toile,paintings
10125,oil and ribbon on canvas,Huile et ruban sur toile,paintings
10126,oil on canvas with embroidery,Huile sur toile avec broderie,paintings
10127,"oil on carboard, unframed","Huile sur carton, non encadré",paintings
10128,oil with pastel on canvas,Huile avec pastel sur toile,paintings
10129,Öl auf Leinwand auf Holz,Öl auf Leinwand auf Holz,paintings
10130,Öl auf Leinwand auf Leinwand,Öl auf Leinwand auf Leinwand,paintings
10131,Öl auf Papier auf Karton,Öl auf Papier auf Karton,paintings
10132,Öl auf Pavatex,Öl auf Pavatex,paintings
10133,Öl und Gouache auf Papier,Öl und Gouache auf Papier,paintings
10134,Öl und Tusche auf Karton,Öl und Tusche auf Karton,paintings
10135,optical c-print,Optique-c-impression,photographs
10136,optical gelatin silver fibre print,Papier de gélatine optique en fibre d'argent,photographs
10137,Silbergelatine-Abzug,Silbergelatine-Abzug,photographs
10138,Silbergelatineabzug auf Papier auf Karton montiert,Silbergelatineabzug auf Papier auf Karton montiert,photographs
10139,Tempera auf Leinwand,Tempera auf Leinwand,paintings
10140,Tempera auf Papier,Tempera auf Papier,paintings
10141,Tempera und Goldbronze auf Karton,Tempera und Goldbronze auf Karton,paintings
10142,Tempera und Goldbronze auf Papier,Tempera und Goldbronze auf Papier,paintings
10143,Tusche und Aquarell auf gefaltetem Blatt,Tusche und Aquarell auf gefaltetem Blatt,works on paper
10144,Tusche und Aquarell auf Papier,Tusche und Aquarell auf Papier,works on paper
10145,acrylic and oil stick on canvas,Bâton acrylique et huile sur toile,paintings
10146,acrylic on wood panel,Panneau en acrylique sur bois,paintings
10147,"acrylic, screenprint collage and mixed media on canvas","Acrylique, collage d'écran et supports mixtes sur toile",paintings
10148,aluminum anodized blue,Bleu anodisé en aluminium,sculptures
10149,assemblage on canvas,Assemblage sur toile,paintings
10150,blue and red crayon on paper,Crayon bleu et rouge sur papier,works on paper
10151,broken accordian embedded in concrete,Accordéon cassé incorporé dans le béton,sculptures
10152,bronze with string,Bronze avec chaîne,sculptures
10153,brown crayon on paper,Crayon brun sur papier,works on paper
10154,brush and ink and ink wash on paper,Brosse et encre et lavage à l'encre sur papier,works on paper
10155,brush and ink and wash on paper,Brosse et encre et lavage sur papier,works on paper
10156,butterflies and household gloss on canvas in artist's frame,Papillons et lustre du ménage sur toile dans le cadre de l'artiste,paintings
10157,charcoal and pastel on paper laid down on board,Charbon de bois et pastel sur papier fixé à bord,works on paper
10158,charcoal and wax crayon on paper laid down on card,Charbon et crayon de cire sur papier sur carton,works on paper
10159,"charcoal, pastel, ink wash and gouache on paper","Charbon de bois, pastel, lavage à l'encre et gouache sur papier",works on paper
10160,"charcoal, watercolour and gouache on paper laid down on board","Charbon de bois, aquarelle et gouache sur papier posé à bord",works on paper
10161,chased silver,Argent pourchassé,sculptures
10162,china pieces in resin in glass and steel table,Morceaux de porcelaine en résine dans une table en verre et en acier,sculptures
10163,collage and pencil on paper laid down on the artist's mount,Collage et crayon sur papier sur le montage de l'artiste,works on paper
10164,collage with pencil on paper,Collage avec crayon sur papier,works on paper
10165,"colour coupler prints mounted on plexiglas, diptych","Estampes couleur coupler montées sur plexiglas, diptyque",photographs
10166,coloured pencil and watercolour on paper,Crayon de couleur et aquarelle sur papier,works on paper
10167,c-print on diasec,C-print on diasec,photographs
10168,each: digital chromogenic print mounted with diasec face,Each: impression chromogène numérique montée avec visage diasec,photographs
10169,each: pencil on paper,Each: crayon sur papier,works on paper
10170,ektacolour photograph,Photographie d'ektacouleur,photographs
10171,embroidered tapestry,Tapisserie brodée,paintings
10172,felt-tip pen and paper collage on paper,Feutre de feutre et collage sur papier,works on paper
