auction_house_name,auction_location,auction_num,auction_start_date,auction_end_date,auction_name,lot_num,sublot_num,price_kind,price_estimate_min,price_estimate_max,price_sold,artist_name,artist_birth,artist_death,artist_nationality,artwork_name,artwork_year_identifier,artwork_start_year,artwork_end_year,artwork_materials,artwork_category,artwork_markings,artwork_edition,artwork_description,artwork_measurements_height,artwork_measurements_width,artwork_measurements_depth,artwork_size_notes,auction_measureunit,artwork_condition_in,artwork_provenance,artwork_exhibited,artwork_literature,artwork_images1,artwork_images2,artwork_images3,artwork_images4,artwork_images5,image1_name,image2_name,image3_name,image4_name,image5_name,lot_origin_url
"Piasa","Paris","562","2022-11-30","","American Design","197","","price realized","15000","20000","18850","Philip","1907","1987","","and Kelvin Laverne (born in","","1937",""," Bronze, tin and plywood ","material_category","Signed 'Philip Kelvin Laverne' ","","<strong><br>Description<br></strong>Philip (1907-1987)  and Kelvin Laverne (born in 1937)  Marriage Whirl - Unique piece  Coffee table  Bronze, tin and plywood  Signed 'Philip Kelvin Laverne'  Model created in 1960  H 37,5 × L 134 × W 56 cm","56 cm","","","56 cm","","","","","","https://www.piasa.fr/uploads/philip-1907-1987-et-kelvin-laverne-ne-en1937_6364e_837260_6365290dcc6944.19133701.jpg","https://www.piasa.fr/uploads/philip-1907-1987-et-kelvin-laverne-ne-en1937_6364e_860150_6365290dd1ffe2.90356489.jpg","","","","562__Philip__197_a.jpg","562__Philip__197_b.jpg","","","","https://www.piasa.fr/en/products/philip-1907-1987-et-kelvin-laverne-ne-en1937_6364ed11114560.38958202",
"Piasa","Paris","562","2022-11-30","","American Design","198","","price realized","15000","20000","20800","Philip","1907","1987","","and Kelvin Laverne (born in","","1937",""," Brass, tin and plywood ","material_category","Signed 'Philip Kelvin Laverne' ","","<strong><br>Description<br></strong>Philip (1907-1987)  and Kelvin Laverne (born in 1937)  Spring Festival - Unique piece  Pair of side tables  Brass, tin and plywood  Signed 'Philip Kelvin Laverne'  Model created in 1965  H 40 × L 46 × W 25,5 cm","25,5 cm","","","25,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/198_1.jpg","https://www.piasa.fr/catalog/images/2040/198_2.jpg","https://www.piasa.fr/catalog/images/2040/198_3.jpg","","","562__Philip__198_a.jpg","562__Philip__198_b.jpg","562__Philip__198_c.jpg","","","https://www.piasa.fr/en/products/philip-1907-1987-et-kelvin-laverne-ne-en-1937_6364ed1117be51.34353645",
"Piasa","Paris","562","2022-11-30","","American Design","199","","price realized","10000","15000","14300","Philip","1907","1987","","and Kelvin Laverne (born in","","1937",""," Brass and plywood ","material_category","","","<strong><br>Description<br></strong>Philip (1907-1987)  and Kelvin Laverne (born in 1937)  'Etruscan' and 'Eternal Forest' models  Unique pieces  Set of two side tables  Brass and plywood  Model created in 1965  H 54 × Ø 30,5 cm","30,5 cm","","","30,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/199_1.jpg","https://www.piasa.fr/catalog/images/2040/199_2.jpg","https://www.piasa.fr/catalog/images/2040/199_3.jpg","https://www.piasa.fr/catalog/images/2040/199_4.jpg","","562__Philip__199_a.jpg","562__Philip__199_b.jpg","562__Philip__199_c.jpg","562__Philip__199_d.jpg","","https://www.piasa.fr/en/products/philip-1907-1987-et-kelvin-laverne-ne-en-1937_6364ed111e1232.57209338",
"Piasa","Paris","562","2022-11-30","","American Design","200","","price realized","8000","12000","13660","ƒ Philip","1907","1987","","and Kelvin Laverne (born in","","1937",""," Bronze and tin ","material_category","Signed 'Philip Kelvin Laverne' on the tabletop ","","<strong><br>Description<br></strong>ƒ Philip (1907-1987)  and Kelvin Laverne (born in 1937)  Romanesque - Unique piece  Coffee table  Bronze and tin  Signed 'Philip Kelvin Laverne' on the tabletop  Model created in the 1960s  H 43,5 × L 176 × W 59,5 cm","59,5 cm","","","59,5 cm","","","","","","https://www.piasa.fr/uploads/f-philip-1907-1987-et-kelvin-laverne-ne-en-1937_63_434110_6388b58f69fc66.54464849.jpg","https://www.piasa.fr/uploads/f-philip-1907-1987-et-kelvin-laverne-ne-en-1937_63_452805_6388b58f6e8cc9.01814579.jpg","https://www.piasa.fr/uploads/f-philip-1907-1987-et-kelvin-laverne-ne-en-1937_63_474348_6388b58f73cf43.74418723.jpg","","","562__f_Philip__200_a.jpg","562__f_Philip__200_b.jpg","562__f_Philip__200_c.jpg","","","https://www.piasa.fr/en/products/f-philip-1907-1987-et-kelvin-laverne-ne-en-1937_6364ed1124c003.95818676",
"Piasa","Paris","562","2022-11-30","","American Design","201","","price realized","7000","9000","0","ƒ Edward Wormley","1907","1995","","Sofa","","","","","","","","<strong><br>Description<br></strong>ƒ Edward Wormley (1907-1995)  Sofa  Walnut and fabric  Edited by Dunbar  Model created circa 1955  H 70 × L 230 × W 78 cm","78 cm","","","78 cm","","","","","","https://www.piasa.fr/catalog/images/2040/201_1.jpg","","","","","562__f_Edward_Wormley__201_a.jpg","","","","","https://www.piasa.fr/en/products/f-edward-wormley-1907-1995-canape_6364ed112b31d8.53909457",
"Piasa","Paris","562","2022-11-30","","American Design","202","","price realized","5000","7000","12350","Frank Lloyd Wright","1867","1959","","Taliesin series","","","","","","","","<strong><br>Description<br></strong>Frank Lloyd Wright (1867-1959)  Taliesin series  Pair of bedside tables  Walnut  Edited by Heritage Henredon  Model created in 1955  H 65 × L 51 × W 51 cm","51 cm","","","51 cm","","","","","","https://www.piasa.fr/catalog/images/2040/202_1.jpg","https://www.piasa.fr/catalog/images/2040/202_2.jpg","https://www.piasa.fr/catalog/images/2040/202_3.jpg","","","562__Frank_Lloyd_Wright__202_a.jpg","562__Frank_Lloyd_Wright__202_b.jpg","562__Frank_Lloyd_Wright__202_c.jpg","","","https://www.piasa.fr/en/products/frank-lloyd-wright-1867-1959-serie-taliesin_6364ed112fe8e3.22667294",
"Piasa","Paris","562","2022-11-30","","American Design","203","","price realized","4000","6000","9100","Frank Lloyd Wright","1867","1959","","Taliesin series","","","","","","","","<strong><br>Description<br></strong>Frank Lloyd Wright (1867-1959)  Taliesin series  Coffee table  Mahogany  Edited by Heritage Henrendon  Model created circa 1950  H 36 × L 152,5 × W 50 cm","50 cm","","","50 cm","","","","","","https://www.piasa.fr/catalog/images/2040/203_1.jpg","https://www.piasa.fr/catalog/images/2040/203_2.jpg","","","","562__Frank_Lloyd_Wright__203_a.jpg","562__Frank_Lloyd_Wright__203_b.jpg","","","","https://www.piasa.fr/en/products/frank-lloyd-wright-1867-1959-serie-taliesin_6364ed11365d07.52890711",
"Piasa","Paris","562","2022-11-30","","American Design","204","","price realized","3000","4000","6147","ƒ Frank Lloyd Wright","1867","1959","","Pair of hassocks","","","","","","'FLLW' signed label beneath one seating ","","<strong><br>Description<br></strong>ƒ Frank Lloyd Wright (1867-1959)  Pair of hassocks  Walnut and fabric  Edited by Heritage Henredon  'FLLW' signed label beneath one seating  Model created circa 1955  H 34 × Ø 79 cm","79 cm","","","79 cm","","","","","","https://www.piasa.fr/uploads/f-frank-lloyd-wright-1867-1959-paire-dottomans_636_15629_6388b5ac03d195.88749844.jpg","","","","","562__f_Frank_Lloyd_Wright__204_a.jpg","","","","","https://www.piasa.fr/en/products/f-frank-lloyd-wright-1867-1959-paire-dottomans_6364ed113c24a5.12788374",
"Piasa","Paris","562","2022-11-30","","American Design","205","","price realized","5000","7000","0","Frank Lloyd Wright","1867","1959","","Taliesin series","","","","","","","","<strong><br>Description<br></strong>Frank Lloyd Wright (1867-1959)  Taliesin series  High chest of drawers    37    Walnut  Edited by Heritage Henredon  ‘FLLW’ monogram and manufacturer’s brand  Model created in 1955  H 133,5 × L 93 × W 51 cm","51 cm","","","51 cm","","","","","","https://www.piasa.fr/catalog/images/2040/205_1.jpg","","","","","562__Frank_Lloyd_Wright__205_a.jpg","","","","","https://www.piasa.fr/en/products/frank-lloyd-wright-1867-1959-serie-taliesin_6364ed1140ef06.36512078",
"Piasa","Paris","562","2022-11-30","","American Design","206","","price realized","7000","9000","0","Frank Lloyd Wright","1867","1959","","Taliesin series","","","","","","‘FLLW’ signed label beneath a crosspiece ","","<strong><br>Description<br></strong>Frank Lloyd Wright (1867-1959)  Taliesin series  Sofa  Mahogany and fabric  Edited by Heritage Henredon  ‘FLLW’ signed label beneath a crosspiece  Model created circa 1955  H 80 × L 245 × W 130 cm","130 cm","","","130 cm","","","","","","https://www.piasa.fr/catalog/images/2040/206_1.jpg","","","","","562__Frank_Lloyd_Wright__206_a.jpg","","","","","https://www.piasa.fr/en/products/frank-lloyd-wright-1867-1959-serie-taliesin_6364ed1145dba5.17825707",
"Piasa","Paris","562","2022-11-30","","American Design","207","","price realized","6000","9000","0","Frank Lloyd Wright","1867","1959","","Taliesin series","","","","","","","","<strong><br>Description<br></strong>Frank Lloyd Wright (1867-1959)  Taliesin series  Cabinet  Mahogany  Edited by Heritage Henredon  ‘FLLW’ monogram on the back  Model created circa 1955  H 67 × L 88 × W 52,5 cm","52,5 cm","","","52,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/207_1.jpg","","","","","562__Frank_Lloyd_Wright__207_a.jpg","","","","","https://www.piasa.fr/en/products/frank-lloyd-wright-1867-1959-serie-taliesin_6364ed114b5158.02062680",
"Piasa","Paris","562","2022-11-30","","American Design","208","","price realized","10000","15000","15600","Frank Lloyd Wright","1867","1959","","Taliesin series","","","","","","","","<strong><br>Description<br></strong>Frank Lloyd Wright (1867-1959)  Taliesin series  Pair of chests of drawers  Walnut  Edited by Heritage Henredon  Model created in 1956  H 82,5 × L 87,5 × W 52 cm","52 cm","","","52 cm","","","","","","https://www.piasa.fr/uploads/frank-lloyd-wright-1867-1959-serie-taliesin_6364ed_779383_63652933be47e9.09056337.jpg","","","","","562__Frank_Lloyd_Wright__208_a.jpg","","","","","https://www.piasa.fr/en/products/frank-lloyd-wright-1867-1959-serie-taliesin_6364ed11504460.90542733",
"Piasa","Paris","562","2022-11-30","","American Design","209","","price realized","2000","3000","0","Frank Lloyd Wright","1867","1959","","Taliesin series","","","","","","","","<strong><br>Description<br></strong>Frank Lloyd Wright (1867-1959)  Taliesin series  Mirror  Mahogany and mirror  Edited by Heritage Henredon  Model created circa 1960  H 119 × L 88 × W 4 cm","4 cm","","","4 cm","","","","","","https://www.piasa.fr/catalog/images/2040/209_1.jpg","","","","","562__Frank_Lloyd_Wright__209_a.jpg","","","","","https://www.piasa.fr/en/products/frank-lloyd-wright-1867-1959-serie-taliesin_6364ed1155af85.07035379",
"Piasa","Paris","562","2022-11-30","","American Design","210","","price realized","8000","12000","10400","Frank Lloyd Wright","1867","1959","","Taliesin series","","","","","","","","<strong><br>Description<br></strong>Frank Lloyd Wright (1867-1959)  Taliesin series  Chest of drawer  Walnut  Edited by Heritage Henredon  ‘FLLW’ monogram on the back    38  Manufacturer’s brand and signature 'Frank Lloyd  Wright' stamped in a drawer  Model created in 1954  H 73 × L 156,5 × W 51 cm","51 cm","","","51 cm","","","","","","https://www.piasa.fr/catalog/images/2040/210_1.jpg","https://www.piasa.fr/catalog/images/2040/210_2.jpg","","","","562__Frank_Lloyd_Wright__210_a.jpg","562__Frank_Lloyd_Wright__210_b.jpg","","","","https://www.piasa.fr/en/products/frank-lloyd-wright-1867-1959-serie-taliesin_6364ed115a35f9.01577055",
"Piasa","Paris","562","2022-11-30","","American Design","211","","price realized","6000","9000","0","Frank Lloyd Wright","1867","1959","","Taliesin series","","","","","","","","<strong><br>Description<br></strong>Frank Lloyd Wright (1867-1959)  Taliesin series  Dining table with extensions  Walnut  Edited by Heritage Henredon  Manufacturer’s brand and signature 'Frank Lloyd  Wright' inscribed underneath the extensions  Model created circa 1955  H 72 × L 253,5 × W 106 cm (with extensions)  H 72 × L 162 × 106 cm (without extensions)","106 cm","","","106 cm","","","","","","https://www.piasa.fr/catalog/images/2040/211_1.jpg","","","","","562__Frank_Lloyd_Wright__211_a.jpg","","","","","https://www.piasa.fr/en/products/frank-lloyd-wright-1867-1959-serie-taliesin_6364ed115f9783.78273321",
"Piasa","Paris","562","2022-11-30","","American Design","212","","price realized","6000","9000","0","Frank Lloyd Wright","1867","1959","","Taliesin series","","","","","","","","<strong><br>Description<br></strong>Frank Lloyd Wright (1867-1959)  Taliesin series  Set of four chairs and two armchairs  Mahogany and fabric  Edited by Heritage Henredon  Model created circa 1955  H 101,5 × L 50,5 × W 65 cm (chairs)  H 101,5 × L 56 × W 65 cm (armchairs)","65 cm","","","65 cm","","","","","","https://www.piasa.fr/catalog/images/2040/212_1.jpg","","","","","562__Frank_Lloyd_Wright__212_a.jpg","","","","","https://www.piasa.fr/en/products/frank-lloyd-wright-1867-1959-serie-taliesin_6364ed1164d340.14673605",
"Piasa","Paris","562","2022-11-30","","American Design","213","","price realized","3000","4000","14300","","","","","","","",""," Ceramic, walnut, brass and fabric ","material_category","","","<strong><br>Description<br></strong>Jane & Gordon Martz (20th c.)  Pair of table lamps  Ceramic, walnut, brass and fabric  Edited by Marshall Studios  Model created in the 1960s  H 61 × Ø 40,5 cm","40,5 cm","","","40,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/213_1.jpg","https://www.piasa.fr/catalog/images/2040/213_2.jpg","","","","562____213_a.jpg","562____213_b.jpg","","","","https://www.piasa.fr/en/products/jane-gordon-martz-xx-paire-de-lampes-de-table_6364ed116af8a5.28873462",
"Piasa","Paris","562","2022-11-30","","American Design","214","","price realized","10000","15000","44200","Alexander Calder","1976","","","Tapestry - N°","","","","","","Signed 'CA 48/50' and 'Royal Lesotho ","","<strong><br>Description<br></strong>Alexander Calder (1898-1976)  Tapestry - N°48/50  Wool  Model created in 1974  Limited edition of 50  Signed 'CA 48/50' and 'Royal Lesotho  Tapestry Weavers' label  189 × 154 cm","154 cm","","","154 cm","","","","","","https://www.piasa.fr/catalog/images/2040/214_1.jpg","https://www.piasa.fr/catalog/images/2040/214_2.jpg","","","","562__Alexander_Calder__214_a.jpg","562__Alexander_Calder__214_b.jpg","","","","https://www.piasa.fr/en/products/alexander-calder-1898-1976-tapisserie-n04850_6364ed1170f794.28385064",
"Piasa","Paris","562","2022-11-30","","American Design","215","","price realized","2000","3000","9562","ƒ Paul McCobb","1917","1969","","Irwin collection","","","","","","","","<strong><br>Description<br></strong>ƒ Paul McCobb (1917-1969)  Irwin collection  Pair of bedside tables  Walnut and melamine  Edited by Calvin    39    Manufacturer’s plaque in each drawer  Model created in the 1950s  H 50 × L 51 × W 61 cm","61 cm","","","61 cm","","","","","","https://www.piasa.fr/uploads/f-paul-mccobb-1917-1969-collection-irwin_6364ed117_981076_6388b66fef85d2.99781017.jpg","","","","","562__f_Paul_McCobb__215_a.jpg","","","","","https://www.piasa.fr/en/products/f-paul-mccobb-1917-1969-collection-irwin_6364ed11769041.80911513",
"Piasa","Paris","562","2022-11-30","","American Design","216","","price realized","6000","9000","0","","","","","","","","","","","","","<strong><br>Description<br></strong>Karpen of California (20th c.)  Pair of lounge chairs  Walnut and fabric  Model created in the 1950s  H 101,5 × L 89 × W 81 cm","81 cm","","","81 cm","","","","","","https://www.piasa.fr/catalog/images/2040/216_1.jpg","https://www.piasa.fr/catalog/images/2040/216_2.jpg","","","","562____216_a.jpg","562____216_b.jpg","","","","https://www.piasa.fr/en/products/karpen-of-california-xx-paire-de-chauffeuses_6364ed117b6ea4.30292280",
"Piasa","Paris","562","2022-11-30","","American Design","217","","price realized","3000","4000","18200","","","","","","","",""," Ceramic, walnut, brass and fabric ","material_category","","","<strong><br>Description<br></strong>Jane & Gordon Martz (20th c.)  Pair of table lamps  Ceramic, walnut, brass and fabric  Edited by Marshall Studios  Model created in the 1960s  H 61 × Ø 38 cm","38 cm","","","38 cm","","","","","","https://www.piasa.fr/catalog/images/2040/217_1.jpg","","","","","562____217_a.jpg","","","","","https://www.piasa.fr/en/products/jane-gordon-martz-xx-paire-de-lampes-de-table_6364ed11812870.00285797",
"Piasa","Paris","562","2022-11-30","","American Design","218","","price realized","3000","4000","0","","","","","","","","","","","","","<strong><br>Description<br></strong>Jane & Gordon Martz (20th c.)  Coffee table  Ceramic, and walnut  Edited by Marshall Studios  Model created in the 1960s  H 40,5 × Ø 86 cm","86 cm","","","86 cm","","","","","","https://www.piasa.fr/catalog/images/2040/218_1.jpg","https://www.piasa.fr/catalog/images/2040/218_2.jpg","","","","562____218_a.jpg","562____218_b.jpg","","","","https://www.piasa.fr/en/products/jane-gordon-martz-xx-table-basse_6364ed11866915.96626701",
"Piasa","Paris","562","2022-11-30","","American Design","219","","price realized","3000","4000","5200","","","","","","","",""," Ceramic, walnut, brass and fabric ","material_category","","","<strong><br>Description<br></strong>Jane & Gordon Martz (20th c.)  Pair of table lamps  Ceramic, walnut, brass and fabric  Edited by Marshall Studios  Model created in the 1960s  H 84 × Ø 43 cm","43 cm","","","43 cm","","","","","","https://www.piasa.fr/catalog/images/2040/219_1.jpg","https://www.piasa.fr/catalog/images/2040/219_2.jpg","","","","562____219_a.jpg","562____219_b.jpg","","","","https://www.piasa.fr/en/products/jane-gordon-martz-xx-paire-de-lampes-de-table_6364ed118c3b41.59828079",
"Piasa","Paris","562","2022-11-30","","American Design","220","","price realized","7000","9000","0","Terence Harold Robsjohn-Gibbings","1905","1976","","Pair of armchairs","","","","","","","","<strong><br>Description<br></strong>Terence Harold Robsjohn-Gibbings (1905-1976)  Pair of armchairs  Painted walnut and fabric  Edited by Widdicomb  Model created in 1955  H 84 × L 66 × W 79 cm","79 cm","","","79 cm","","","","","","https://www.piasa.fr/catalog/images/2040/220_1.jpg","https://www.piasa.fr/catalog/images/2040/220_2.jpg","https://www.piasa.fr/catalog/images/2040/220_3.jpg","","","562__Terence_Harold_Robsjohn-Gibbings__220_a.jpg","562__Terence_Harold_Robsjohn-Gibbings__220_b.jpg","562__Terence_Harold_Robsjohn-Gibbings__220_c.jpg","","","https://www.piasa.fr/en/products/terence-harold-robsjohn-gibbings-1905-1976-paire-de-fauteuils_6364ed11920392.87796374",
"Piasa","Paris","562","2022-11-30","","American Design","221","","price realized","10000","15000","15600","Herbert Bayer","1900","1985","","Edward Fields","","",""," Created for the Atlantic Richfield Oil Corporation","material_category","Signed 'Bayer' ","","<strong><br>Description<br></strong>Herbert Bayer (1900-1985)  Edward Fields  Carpet  Wool  Signed 'Bayer'  Model created circa 1970    40    387 × 451 cm  Created for the Atlantic Richfield Oil Corporation","451 cm","","","451 cm","","","","","","https://www.piasa.fr/catalog/images/2040/221_1.jpg","","","","","562__Herbert_Bayer__221_a.jpg","","","","","https://www.piasa.fr/en/products/herbert-bayer-1900-1985-edward-fields_6364ed11991740.53725240",
"Piasa","Paris","562","2022-11-30","","American Design","222","","price realized","3000","4000","3770","","","","","","","",""," Ceramic, walnut, brass and fabric ","material_category","","","<strong><br>Description<br></strong>Jane & Gordon Martz (20th c.)  Pair of table lamps  Ceramic, walnut, brass and fabric  Edited by Marshall Studios  Model created in the 1960s  H 91,5 × Ø 40,5 cm","40,5 cm","","","40,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/222_1.jpg","https://www.piasa.fr/catalog/images/2040/222_2.jpg","","","","562____222_a.jpg","562____222_b.jpg","","","","https://www.piasa.fr/en/products/jane-gordon-martz-xx-paire-de-lampes-de-table_6364ed11a00f37.64070212",
"Piasa","Paris","562","2022-11-30","","American Design","223","","price realized","8000","12000","11700","Vladimir Kagan","1927","2016","","Unicorn","","","","","","Signed ","","<strong><br>Description<br></strong>Vladimir Kagan (1927-2016)  Unicorn  Side table  Walnut  Edited by Kagan-Dreyfus  Signed  Model created in the 1960s  H 53 × L 79 × W 54,5 cm","54,5 cm","","","54,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/223_1.jpg","https://www.piasa.fr/catalog/images/2040/223_2.jpg","https://www.piasa.fr/catalog/images/2040/223_3.jpg","https://www.piasa.fr/catalog/images/2040/223_4.jpg","","562__Vladimir_Kagan__223_a.jpg","562__Vladimir_Kagan__223_b.jpg","562__Vladimir_Kagan__223_c.jpg","562__Vladimir_Kagan__223_d.jpg","","https://www.piasa.fr/en/products/vladimir-kagan-1927-2016-unicorn_6364ed11a669d3.98305609",
"Piasa","Paris","562","2022-11-30","","American Design","224","","price realized","7000","9000","13650","Vladimir Kagan","1927","2016","","Reading light","","",""," Glass mosaic, brass and fabric ","material_category","","","<strong><br>Description<br></strong>Vladimir Kagan (1927-2016)  Reading light  Glass mosaic, brass and fabric  Model created in the 1960s  H 114,5 × Ø 51 cm","51 cm","","","51 cm","","","","","","https://www.piasa.fr/catalog/images/2040/224_1.jpg","https://www.piasa.fr/catalog/images/2040/224_2.jpg","https://www.piasa.fr/catalog/images/2040/224_3.jpg","","","562__Vladimir_Kagan__224_a.jpg","562__Vladimir_Kagan__224_b.jpg","562__Vladimir_Kagan__224_c.jpg","","","https://www.piasa.fr/en/products/vladimir-kagan-1927-2016-liseuse_6364ed11adc388.01156104",
"Piasa","Paris","562","2022-11-30","","American Design","225","","price realized","12000","18000","15600","Wendell Castle","1932","2018","","Tabouret - Pièce unique","","","","","","","","<strong><br>Description<br></strong>Wendell Castle (1932-2018)  Tabouret - Pièce unique  Noyer  Signé et daté 'WC 71'  Modèle créé en 1971  H 51 × L 40,5 × P 35,5 cm","35,5 cm","","","35,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/225_1.jpg","https://www.piasa.fr/catalog/images/2040/225_2.jpg","","","","562__Wendell_Castle__225_a.jpg","562__Wendell_Castle__225_b.jpg","","","","https://www.piasa.fr/en/products/wendell-castle-1932-2018-tabouret-piece-unique_6364ed11b46592.28861762",
"Piasa","Paris","562","2022-11-30","","American Design","226","","price realized","14000","18000","20800","Wendell Castle","1932","2018","","Stool - Unique piece","","","","","","Signed and dated 'WC 71' ","","<strong><br>Description<br></strong>Wendell Castle (1932-2018)  Stool - Unique piece  Walnut  Signed and dated 'WC 71'  Model created in 1971  H 51 × L 40,5 × W 35,5 cm","35,5 cm","","","35,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/226_1.jpg","https://www.piasa.fr/catalog/images/2040/226_2.jpg","https://www.piasa.fr/catalog/images/2040/226_3.jpg","","","562__Wendell_Castle__226_a.jpg","562__Wendell_Castle__226_b.jpg","562__Wendell_Castle__226_c.jpg","","","https://www.piasa.fr/en/products/wendell-castle-1932-2018-tabouret-piece-unique_6364ed11b9fc63.34840816",
"Piasa","Paris","562","2022-11-30","","American Design","227","","price realized","20000","30000","0","Phillip Lloyd Powell","1919","2008","","Coffee table - Unique piece","","","","","","","","<strong><br>Description<br></strong>Phillip Lloyd Powell (1919-2008)  Coffee table - Unique piece  Walnut and slate  Model created in 1969  H 49,5 × L 110,5 × W 85 cm","85 cm","","","85 cm","","","","","","https://www.piasa.fr/catalog/images/2040/227_1.jpg","https://www.piasa.fr/catalog/images/2040/227_2.jpg","https://www.piasa.fr/catalog/images/2040/227_3.jpg","","","562__Phillip_Lloyd_Powell__227_a.jpg","562__Phillip_Lloyd_Powell__227_b.jpg","562__Phillip_Lloyd_Powell__227_c.jpg","","","https://www.piasa.fr/en/products/phillip-lloyd-powell-1919-2008-table-basse-piece-unique_6364ed11c09669.84464161",
"Piasa","Paris","562","2022-11-30","","American Design","228","","price realized","7000","9000","0","Philip Lloyd Powell","1919","2008","","Reading light","","",""," Walnut, patinated metal and raffia ","material_category","","","<strong><br>Description<br></strong>Philip Lloyd Powell (1919-2008)  Reading light  Walnut, patinated metal and raffia  Model created circa 1960  H 104 × Ø 44 cm","44 cm","","","44 cm","","","","","","https://www.piasa.fr/catalog/images/2040/228_1.jpg","","","","","562__Philip_Lloyd_Powell__228_a.jpg","","","","","https://www.piasa.fr/en/products/philip-lloyd-powell-1919-2008-liseuse_6364ed11c76032.34355133",
"Piasa","Paris","562","2022-11-30","","American Design","229","","price realized","6000","9000","0","Philip Lloyd Powell","1919","2008","","Reading light","","",""," Walnut, patinated metal and raffia ","material_category","","","<strong><br>Description<br></strong>Philip Lloyd Powell (1919-2008)  Reading light  Walnut, patinated metal and raffia  Model created circa 1960  H 94 × Ø 46 cm","46 cm","","","46 cm","","","","","","https://www.piasa.fr/catalog/images/2040/229_1.jpg","","","","","562__Philip_Lloyd_Powell__229_a.jpg","","","","","https://www.piasa.fr/en/products/philip-lloyd-powell-1919-2008-liseuse_6364ed11cc4227.30618010",
"Piasa","Paris","562","2022-11-30","","American Design","230","","price realized","12000","18000","15600","","","","","","","","","","","","","<strong><br>Description<br></strong>James Martin (20th c.)  Chest of drawers - Unique piece  Walnut  Model created in the 1960s  H 81 × L 137 × W 48 cm","48 cm","","","48 cm","","","","","","https://www.piasa.fr/catalog/images/2040/230_1.jpg","https://www.piasa.fr/catalog/images/2040/230_2.jpg","https://www.piasa.fr/catalog/images/2040/230_3.jpg","","","562____230_a.jpg","562____230_b.jpg","562____230_c.jpg","","","https://www.piasa.fr/en/products/james-martin-xx-commode-piece-unique_6364ed11d15342.32562003",
"Piasa","Paris","562","2022-11-30","","American Design","231","","price realized","8000","12000","0","Phillip Lloyd Powell","1919","2008","","Cabinet - Unique piece","","","","","","","","<strong><br>Description<br></strong>Phillip Lloyd Powell (1919-2008)  Cabinet - Unique piece  Walnut and raffia  Model created in the 1960s  H 77,5 × L 122 × W 46 cm","46 cm","","","46 cm","","","","","","https://www.piasa.fr/catalog/images/2040/231_1.jpg","https://www.piasa.fr/catalog/images/2040/231_2.jpg","https://www.piasa.fr/catalog/images/2040/231_3.jpg","","","562__Phillip_Lloyd_Powell__231_a.jpg","562__Phillip_Lloyd_Powell__231_b.jpg","562__Phillip_Lloyd_Powell__231_c.jpg","","","https://www.piasa.fr/en/products/phillip-lloyd-powell-1919-2008-cabinet-piece-unique_6364ed11d7ef96.57234354",
"Piasa","Paris","562","2022-11-30","","American Design","232","","price realized","18000","25000","0","Philip Lloyd Powell","1919","2008","","Modular bench","","","","","","","","<strong><br>Description<br></strong>Philip Lloyd Powell (1919-2008)  Modular bench  Walnut, slate and fabric  Model created circa 1960  H 86 × L 190 × W 80 cm  Bibliography: J. Lovine & T. Merrill,  'Modern Americana: Studio Furniture from  High Craft to High Glam', Ed. Rizzoli, 2008,  similar model p. 93","80 cm","","","80 cm","","","","","","https://www.piasa.fr/catalog/images/2040/232_1.jpg","https://www.piasa.fr/catalog/images/2040/232_2.jpg","https://www.piasa.fr/catalog/images/2040/232_3.jpg","","","562__Philip_Lloyd_Powell__232_a.jpg","562__Philip_Lloyd_Powell__232_b.jpg","562__Philip_Lloyd_Powell__232_c.jpg","","","https://www.piasa.fr/en/products/philip-lloyd-powell-1919-2008-banquette-modulable_6364ed11de3db3.08629596",
"Piasa","Paris","562","2022-11-30","","American Design","233","","price realized","10000","15000","24700","Evelyn Ackerman","1924","2012","","Pair of doors","","",""," Sequoia and bronze ","material_category","","","<strong><br>Description<br></strong>Evelyn Ackerman (1924-2012)  Pair of doors  Sequoia and bronze  Edited by Forms and Surfaces  Model created in the 1960s  H 222 × L 91,5 × W 15 cm (each)","15 cm","","","15 cm","","","","","","https://www.piasa.fr/catalog/images/2040/233_1.jpg","https://www.piasa.fr/catalog/images/2040/233_2.jpg","https://www.piasa.fr/catalog/images/2040/233_3.jpg","","","562__Evelyn_Ackerman__233_a.jpg","562__Evelyn_Ackerman__233_b.jpg","562__Evelyn_Ackerman__233_c.jpg","","","https://www.piasa.fr/en/products/evelyn-ackerman-1924-2012-paire-de-portes_6364ed11e49932.53109072",
